Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms Info
Grand Theft Auto V,11/18/2014,Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,8.4,9576.0,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '97', 'Platform Metascore Count': 'Based on 50 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '97', 'Platform Metascore Count': 'Based on 58 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '97', 'Platform Metascore Count': 'Based on 66 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '97', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '96', 'Platform Metascore Count': 'Based on 57 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 25 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
